"Donor","Donor_Name","HOMO/D","LUMO/D","Acceptor","Acceptor_Name","HOMO/A","LUMO/A","Voc","Jsc","FF","PCE","reference"
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(CC4SC(=S)N(CC)C4=O)C4=NSN=C14)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=CC=C(CC3SC(=S)N(CC)C3=O)C3=NSN=C23)=C1","IDTBR","-5.73","-3.92","0.72","12.55","0.67","6.05","N. Gasparini, M. Salvador, S. Strohm, T. Heumueller, I. Levchuk, A. Wadsworth, J. H. Bannock, J. C. de Mello, H.-J. Egelhaaf, D. Baran, I. McCulloch, C. J. Brabec, Burn-in Free Nonfullerene-Based Organic Solar Cells. Advanced Energy Materials. 7, 1700770 (2017)."
"CCCCCCCCC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C5=CC6=C(S5)C(C5=CC=C(CC(CC)CCCC)S5)=C5C=C(C)SC5=C6C5=CC=C(CC(CC)CCCC)S5)S4)=C3C(=O)C2=C(CCCCCCCC)S1","PBDB-T1","-5.26","-3.46","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=CC=C(/C=C6\C(=O)C7=C(C=CC=C7)C6=C(C#N)C#N)S5)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=CC=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)=C3)C=C1","ITTIC","-5.55","-4","0.87","16.11","0.64","9.05","Z. Zhang, W. Liu, T. Rehman, H.-X. Ju, J. Mai, X. Lu, M. Shi, J. Zhu, C.-Z. Li, H. Chen, Energy-level modulation of non-fullerene acceptors to achieve high-efficiency polymer solar cells at a diminished energy offset. J. Mater. Chem. A. 5, 9649–9654 (2017)."
"CCCCCCCCC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C5=CC6=C(S5)C(C5=CC=C(CC(CC)CCCC)S5)=C5C=C(C)SC5=C6C5=CC=C(CC(CC)CCCC)S5)S4)=C3C(=O)C2=C(CCCCCCCC)S1","PBDB-T1","-5.26","-3.46","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.92","15.93","0.62","9.12","Z. Zhang, W. Liu, T. Rehman, H.-X. Ju, J. Mai, X. Lu, M. Shi, J. Zhu, C.-Z. Li, H. Chen, Energy-level modulation of non-fullerene acceptors to achieve high-efficiency polymer solar cells at a diminished energy offset. J. Mater. Chem. A. 5, 9649–9654 (2017)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(CC(CC)CCCC)C=C(/C=C5\C(=O)C6=C(C=C7C=CC=CC7=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(CC(CC)CCCC)C=C(/C=C4\C(=O)C5=C(C=C6C=CC=CC6=C5)C4=C(C#N)C#N)S3)=C2)C=C1","IDT-T-N","-5.58","-4.06","0.87","14.67","0.5138","6.6","R. Li, G. Liu, M. Xiao, X. Yang, X. Liu, Z. Wang, L. Ying, F. Huang, Y. Cao, Non-fullerene acceptors based on fused-ring oligomers for efficient polymer solar cells via complementary light-absorption. J. Mater. Chem. A. 5, 23926–23936 (2017)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=C6C=CC=CC6=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=C5C=CC=CC5=C4)C3=C(C#N)C#N)=C2)C=C1","IDT-N","-5.84","-3.95","0.73","13.02","0.577","5.5","R. Li, G. Liu, M. Xiao, X. Yang, X. Liu, Z. Wang, L. Ying, F. Huang, Y. Cao, Non-fullerene acceptors based on fused-ring oligomers for efficient polymer solar cells via complementary light-absorption. J. Mater. Chem. A. 5, 23926–23936 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(CC(CC)CCCC)C=C(/C=C5\C(=O)C6=C(C=C7C=CC=CC7=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(CC(CC)CCCC)C=C(/C=C4\C(=O)C5=C(C=C6C=CC=CC6=C5)C4=C(C#N)C#N)S3)=C2)C=C1","IDT-T-N","-5.58","-4.06","0.94","14.03","0.5611","7.4","R. Li, G. Liu, M. Xiao, X. Yang, X. Liu, Z. Wang, L. Ying, F. Huang, Y. Cao, Non-fullerene acceptors based on fused-ring oligomers for efficient polymer solar cells via complementary light-absorption. J. Mater. Chem. A. 5, 23926–23936 (2017)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(OCC(CC)CCCC)C5=C(C=C(C)S5)C(OCC(CC)CCCC)=C4S3)=C2S1","PTB7","-5.21","-3.36","CCCCCCCCOC1=CC2=C(C=C1)C1(C3=C2C=C(OCCCCCCCC)C=C3)C2=C(C=CC(C3=CC=C(/C=C4\SC(=C(C#N)C#N)N(CC)C4=O)C4=NSN=C34)=C2)C2=C1C=C(C1=CC=C(/C=C3\SC(=C(C#N)C#N)N(CC)C3=O)C3=NSN=C13)C=C2","SFBRCN","-5.93","-3.86","0.85","13.85","0.607","7.34","G. Zhang, G. Yang, H. Yan, J.-H. Kim, H. Ade, W. Wu, X. Xu, Y. Duan, Q. Peng, Efficient Nonfullerene Polymer Solar Cells Enabled by a Novel Wide Bandgap Small Molecular Acceptor. Advanced Materials. 29, 1606054 (2017)."
"CCCCCCC(CCCC)CSC1=CC=C(C2=C3SC(C)=CC3=C(C3=CC=C(SC(CCCC)CCCCCC)S3)C3=C2C=C(C2=C(CC(CC)CCCC)C=C(C4=NC5=C(N=C(C6=CC(CC(CC)CCCC)=C(C)S6)S5)S4)S2)S3)S1","PSTZ","-5.44","-3.48","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","1.01","15.4","0.523","8.13","W. Su, Q. Fan, X. Guo, X. Meng, Z. Bi, W. Ma, M. Zhang, Y. Li, Two compatible nonfullerene acceptors with similar structures as alloy for efficient ternary polymer solar cells. Nano Energy. 38, 510–517 (2017)."
"CCCCCCC(CCCC)CSC1=CC=C(C2=C3SC(C)=CC3=C(C3=CC=C(SC(CCCC)CCCCCC)S3)C3=C2C=C(C2=C(CC(CC)CCCC)C=C(C4=NC5=C(N=C(C6=CC(CC(CC)CCCC)=C(C)S6)S5)S4)S2)S3)S1","PSTZ","-5.44","-3.48","CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC=C3)\C2=C(/C#N)N=O)=C1","IDIC","-5.7","-3.92","0.928","14.7","0.591","8.06","W. Su, Q. Fan, X. Guo, X. Meng, Z. Bi, W. Ma, M. Zhang, Y. Li, Two compatible nonfullerene acceptors with similar structures as alloy for efficient ternary polymer solar cells. Nano Energy. 38, 510–517 (2017)."
"CCCCCCC(CCCC)CC1=CC=C(C2=C3C=C(C4=C(CC(CC)CCCC)C=C(C5=NC6=C(N=C(C7=CC(CC(CC)CCCC)=C(C)S7)S6)S5)S4)SC3=C(C3=CC=C(CC(CCCC)CCCCCC)S3)C3=C2SC(C)=C3)S1","PTZ1","-5.31","-3.34","CCCCCCCCC1(CCCCCCCC)C2=C(C=CC(C3=CC=C4C5=CC=C6C(=O)N(C7=C(C(C)C)C=CC=C7C(C)C)C(=O)C7=C6C5=C(C=C7)C5=C4C3=CC=C5)=C2)C2=C1C=C(C1=C3C=CC=C4C5=CC=C6C(=O)N(C7=C(C(C)C)C=CC=C7C(C)C)C(=O)C7=C6C5=C(C=C7)C(=C43)C=C1)C=C2","PMI-F-PMI","-5.5","-3.42","1.3","7","0.635","6","Y. Zhang, X. Guo, B. Guo, W. Su, M. Zhang, Y. Li, Nonfullerene Polymer Solar Cells based on a Perylene Monoimide Acceptor with a High Open-Circuit Voltage of 1.3 V. Advanced Functional Materials. 27, 1603892 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(C(OCCCCCC)=C3)=CC(OCCCCCC)=C3C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=C(OCCCCCC)C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)\C#N)=O)C(OCCCCCC)=C%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4","IDT-BOC6","-5.51","-3.78","1.01","17.52","0.54","9.6","Y. Liu, Z. Zhang, S. Feng, M. Li, L. Wu, R. Hou, X. Xu, X. Chen, Z. Bo, Exploiting Noncovalently Conformational Locking as a Design Strategy for High Performance Fused-Ring Electron Acceptor Used in Polymer Solar Cells. J. Am. Chem. Soc. 139, 3356–3359 (2017)."
"CCCCCCCCCCCCC(CCCCCCCCCC)CC1=C(C)SC(C2=C3C=CSC3=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C6=NN(CCC)N=C65)S4)S3)C3=C2SC=C3)=C1","PvBDTTAZ","-5.47","-3.42","CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(/C=C4\SC(=S)N(CC)C4=O)C4=NSN=C14)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=CC=C(/C=C3\SC(=S)N(CC)C3=O)C3=NSN=C23)=C1","O-IDTBR","-5.67","-3.55","1.08","16.26","0.636","11.6","S. Chen, Y. Liu, L. Zhang, P. C. Y. Chow, Z. Wang, G. Zhang, W. Ma, H. Yan, A Wide-Bandgap Donor Polymer for Highly Efficient Non-fullerene Organic Solar Cells with a Small Voltage Loss. J. Am. Chem. Soc. 139, 6298–6301 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3SC(C5=C(CCCCCC)C=C(/C=C6\C(=O)C7=C(C=CC=C7)C6=C(C#N)C#N)C(CCCCCC)=C5)CC3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3SC(C4=C(CCCCCC)C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)C(CCCCCC)=C4)=CC32)C=C1","IDT-BC6","-5.55","-3.82","0.92","5.63","0.44","2.3","S. Chen, Y. Liu, L. Zhang, P. C. Y. Chow, Z. Wang, G. Zhang, W. Ma, H. Yan, A Wide-Bandgap Donor Polymer for Highly Efficient Non-fullerene Organic Solar Cells with a Small Voltage Loss. J. Am. Chem. Soc. 139, 6298–6301 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)S3)C3=CC4=C(C=C3C3=C2C=C(C2=C(CC(CC)CCCC)C=C(/C=C5/SC(=C(C#N)C#N)N(CCCCCC)C5=O)S2)S3)C(C2=CC=C(CCCCCC)S2)(C2=CC=C(CCCCCC)S2)C2=C4SC(C3=C(CC(CC)CCCC)C=C(/C=C4/SC(=C(C#N)C#N)N(CCCCCC)C4=O)S3)=C2)S1","ITCN","-5.4","-3.62","0.165","4.97","0.367","2.21","W. Jiang, R. Yu, Z. Liu, R. Peng, D. Mi, L. Hong, Q. Wei, J. Hou, Y. Kuang, Z. Ge, Ternary Nonfullerene Polymer Solar Cells with 12.16% Efficiency by Introducing One Acceptor with Cascading Energy Level and Complementary Absorption. Advanced Materials. 30, 1703005 (2018)."
"CCCCC(CC)COC(=O)C1=CC2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PBDTTT-E-T","","","CCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCCC)C=C2)(C2=CC=C(CCCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)=C2)C=C1","IEICO","","","0.81","17.98","0.64","9.32","Y. Qin, Y. Chen, Y. Cui, S. Zhang, H. Yao, J. Huang, W. Li, Z. Zheng, J. Hou, Achieving 12.8% Efficiency by Simultaneously Improving Open-Circuit Voltage and Short-Circuit Current Density in Tandem Organic Solar Cells. Advanced Materials. 29, 1606340 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)S3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CSC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)S2)(C2=CC=C(CCCCCC)S2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CSC=C4C2=C(C#N)C#N)=C3)S1","ITCPTC-Th","-5.68","-4.03","0.856","17.05","0.727","10.61","W. Gao, Q. An, R. Ming, D. Xie, K. Wu, Z. Luo, Y. Zou, F. Zhang, C. Yang, Side Group Engineering of Small Molecular Acceptors for High-Performance Fullerene-Free Polymer Solar Cells: Thiophene Being Superior to Selenophene. Advanced Functional Materials. 27, 1702194 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)[Se]3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CSC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)[Se]2)(C2=CC=C(CCCCCC)[Se]2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CSC=C4C2=C(C#N)C#N)=C3)[Se]1","ITCPTC-Se","-5.65","-4","0.869","15.2","0.683","9.02","W. Gao, Q. An, R. Ming, D. Xie, K. Wu, Z. Luo, Y. Zou, F. Zhang, C. Yang, Side Group Engineering of Small Molecular Acceptors for High-Performance Fullerene-Free Polymer Solar Cells: Thiophene Being Superior to Selenophene. Advanced Functional Materials. 27, 1702194 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(OC)C=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(OC)C=C4)C2=C(C#N)C#N)=C3)C=C1","IT-O1","","","0.93","17.35","0.72","11.6","J. Zhu, S. Li, X. Liu, H. Yao, F. Wang, S. Zhang, M. Sun, J. Hou, Subtle side-chain tuning on terminal groups of small molecule electron acceptors for efficient fullerene-free polymer solar cells. J. Mater. Chem. A. 5, 15175–15182 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(OCC)C=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(OCC)C=C4)C2=C(C#N)C#N)=C3)C=C1","IT-O2","","","0.97","15.34","0.626","9.3","J. Zhu, S. Li, X. Liu, H. Yao, F. Wang, S. Zhang, M. Sun, J. Hou, Subtle side-chain tuning on terminal groups of small molecule electron acceptors for efficient fullerene-free polymer solar cells. J. Mater. Chem. A. 5, 15175–15182 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(OCCC)C=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(OCCC)C=C4)C2=C(C#N)C#N)=C3)C=C1","IT-O3","","","0.98","9.8","0.514","4.9","J. Zhu, S. Li, X. Liu, H. Yao, F. Wang, S. Zhang, M. Sun, J. Hou, Subtle side-chain tuning on terminal groups of small molecule electron acceptors for efficient fullerene-free polymer solar cells. J. Mater. Chem. A. 5, 15175–15182 (2017)."
"CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC=C(C)S4)SC(C4=CC=C(C)S4)=C3C(=O)C2=C(CC(CC)CCCC)S1","PBDB-T","-5.34","-3.44","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(OCCCC)C=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(OCCCC)C=C4)C2=C(C#N)C#N)=C3)C=C1","IT-O4","","","0.95","9.16","0.479","4.2","J. Zhu, S. Li, X. Liu, H. Yao, F. Wang, S. Zhang, M. Sun, J. Hou, Subtle side-chain tuning on terminal groups of small molecule electron acceptors for efficient fullerene-free polymer solar cells. J. Mater. Chem. A. 5, 15175–15182 (2017)."
"CCCCCCC(CCCC)CCC1=C2C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C5=NN(CC(CCCC)CCCCCC)N=C54)S3)SC2=C(CCC(CCCC)CCCCCC)C2=C1SC(C)=C2","FTAZ","-5.38","-3.17","O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(CCCCCC)C=C(C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%13)=C%10C(CCCCCC)=C%16)C%16=C8S7","IOIC2","-5.41","-3.78","0.898","19.4","0.696","12.1","J. Zhu, Z. Ke, Q. Zhang, J. Wang, S. Dai, Y. Wu, Y. Xu, Y. Lin, W. Ma, W. You, X. Zhan, Naphthodithiophene-Based Nonfullerene Acceptor for High-Performance Organic Photovoltaics: Effect of Extended Conjugation. Advanced Materials. 30, 1704713 (2018)."
"CCCCCCC(CCCC)CCC1=C2C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C5=NN(CC(CCCC)CCCCCC)N=C54)S3)SC2=C(CCC(CCCC)CCCCCC)C2=C1SC(C)=C2","FTAZ","-5.38","-3.17","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=CC=C4C(=C32)C=CC2=C4C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1","IHIC2","-5.69","-3.86","0.774","15.6","0.605","7.3","J. Zhu, Z. Ke, Q. Zhang, J. Wang, S. Dai, Y. Wu, Y. Xu, Y. Lin, W. Ma, W. You, X. Zhan, Naphthodithiophene-Based Nonfullerene Acceptor for High-Performance Organic Photovoltaics: Effect of Extended Conjugation. Advanced Materials. 30, 1704713 (2018)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=CC6=C(C=C5C4(C7=CC=C(OCCCCCCCC)C=C7)C8=CC=C(OCCCCCCCC)C=C8)C9=CC%10=C(C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%13)=C%13C%10(C%14=CC=C(OCCCCCCCC)C=C%14)C%15=CC=C(OCCCCCCCC)C=C%15)C=C9N6CCCCCCCC","DTCC-IC","-5.5","-3.87","0.95","11.23","0.562","6","Q. Cao, W. Xiong, H. Chen, G. Cai, G. Wang, L. Zheng, Y. Sun, Design, synthesis, and structural characterization of the first dithienocyclopentacarbazole-based n-type organic semiconductor and its application in non-fullerene polymer solar cells. J. Mater. Chem. A. 5, 7451–7461 (2017)."
"CCCCCCCCC(CCCCCC)CC1=C(C)SC(C2=CC3=C(S2)C2=C(C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C7=NSN=C76)S5)S4)S2)N(CC(CCCCCC)CCCCCCCC)C3=O)=C1","PDTP4TFBT","-5.26","-3.21","CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1","ITIC","-5.48","-3.83","0.9","14.18","0.593","7.58","M. An, F. Xie, X. Geng, J. Zhang, J. Jiang, Z. Lei, D. He, Z. Xiao, L. Ding, A High-Performance D–A Copolymer Based on Dithieno[3,2-b:2′,3′-d]Pyridin-5(4H)-One Unit Compatible with Fullerene and Nonfullerene Acceptors in Solar Cells. Advanced Energy Materials. 7, 1602509 (2017)."
"CCCCC(CC)COC(=O)C1=C(F)C2=C(C)SC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=C(C)S5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1","PTB7-Th","-5.22","-3.64","CCCCCCCCC1(CCCCCCCC)C2=C(C=CC(C3=CC=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)=C2)C2=C1C=C(C1=CC=C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C=C2","DICTF","","","0.85","16.33","0.55","7.63","M. Li, Y. Liu, W. Ni, F. Liu, H. Feng, Y. Zhang, T. Liu, H. Zhang, X. Wan, B. Kan, Q. Zhang, T. P. Russell, Y. Chen, A simple small molecule as an acceptor for fullerene-free organic solar cells with efficiency near 8%. J. Mater. Chem. A. 4, 10409–10413 (2016)."
"CCCCCCC1=C(C)SC(C)=C1","P3HT","-5.1","-3.1","CCCCCCCCC1(CCCCCCCC)C2=C(C=CC(C3=CC=C(C4=C5C(=O)N(CC(CC)CCCC)C(C6=CC=C(C7=CC=C(C#N)S7)S6)=C5C(=O)N4CC(CC)CCCC)S3)=C2)C2=C1C=C(C1=CC=C(C3=C4C(=O)N(CC(CC)CCCC)C(C5=CC=C(C6=CC=C(C#N)S6)S5)=C4C(=O)N3CC(CC)CCCC)S1)C=C2","F8-DPPTCN","","","0.97","6.25","0.39","2.37","S. Li, J. Yan, C.-Z. Li, F. Liu, M. Shi, H. Chen, T. P. Russell, A non-fullerene electron acceptor modified by thiophene-2-carbonitrile for solution-processed organic solar cells. J. Mater. Chem. A. 4, 3777–3783 (2016)."
